venue_id,venue_name,region,period_label,exam_date,weekday_ja,weekend_or_holiday,source_url,fetched_at
eisei-osaka,大阪試験場,近畿,令和８年度（R8.4～R8.9）,2026-09-01,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kanto,関東安全衛生技術センター,関東,令和８年度（R8.4～R8.9）,2026-09-01,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.4～R8.9）,2026-09-05,土,1,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chushi,中国四国安全衛生技術センター,中国・四国,令和８年度（R8.4～R8.9）,2026-09-08,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chubu,中部安全衛生技術センター,中部,令和８年度（R8.4～R8.9）,2026-09-08,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kyushu,九州安全衛生技術センター,九州,令和８年度（R8.4～R8.9）,2026-09-08,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-hokkaido,北海道安全衛生技術センター,北海道,令和８年度（R8.4～R8.9）,2026-09-08,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.4～R8.9）,2026-09-08,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tohoku,東北安全衛生技術センター,東北,令和８年度（R8.4～R8.9）,2026-09-08,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kinki,近畿安全衛生技術センター,近畿,令和８年度（R8.4～R8.9）,2026-09-09,水,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chubu,中部安全衛生技術センター,中部,令和８年度（R8.4～R8.9）,2026-09-16,水,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-hokkaido,北海道安全衛生技術センター,北海道,令和８年度（R8.4～R8.9）,2026-09-16,水,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.4～R8.9）,2026-09-16,水,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tohoku,東北安全衛生技術センター,東北,令和８年度（R8.4～R8.9）,2026-09-16,水,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kanto,関東安全衛生技術センター,関東,令和８年度（R8.4～R8.9）,2026-09-16,水,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chubu,中部安全衛生技術センター,中部,令和８年度（R8.4～R8.9）,2026-09-29,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kyushu,九州安全衛生技術センター,九州,令和８年度（R8.4～R8.9）,2026-09-29,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.4～R8.9）,2026-09-29,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kanto,関東安全衛生技術センター,関東,令和８年度（R8.4～R8.9）,2026-09-29,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-10-01,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kinki,近畿安全衛生技術センター,近畿,令和８年度（R8.10～R9.3）,2026-10-01,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-10-05,月,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-10-05,月,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chushi,中国四国安全衛生技術センター,中国・四国,令和８年度（R8.10～R9.3）,2026-10-06,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chubu,中部安全衛生技術センター,中部,令和８年度（R8.10～R9.3）,2026-10-06,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kyushu,九州安全衛生技術センター,九州,令和８年度（R8.10～R9.3）,2026-10-06,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-10-06,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-10-06,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tohoku,東北安全衛生技術センター,東北,令和８年度（R8.10～R9.3）,2026-10-06,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kanto,関東安全衛生技術センター,関東,令和８年度（R8.10～R9.3）,2026-10-06,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-10-07,水,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-10-07,水,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-10-13,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-10-13,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kanto,関東安全衛生技術センター,関東,令和８年度（R8.10～R9.3）,2026-10-13,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chubu,中部安全衛生技術センター,中部,令和８年度（R8.10～R9.3）,2026-10-15,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-hokkaido,北海道安全衛生技術センター,北海道,令和８年度（R8.10～R9.3）,2026-10-15,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-10-15,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-10-15,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tohoku,東北安全衛生技術センター,東北,令和８年度（R8.10～R9.3）,2026-10-15,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kanto,関東安全衛生技術センター,関東,令和８年度（R8.10～R9.3）,2026-10-15,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chubu,中部安全衛生技術センター,中部,令和８年度（R8.10～R9.3）,2026-10-22,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kyushu,九州安全衛生技術センター,九州,令和８年度（R8.10～R9.3）,2026-10-22,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-10-22,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-10-22,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tohoku,東北安全衛生技術センター,東北,令和８年度（R8.10～R9.3）,2026-10-22,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-10-25,日,1,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-10-25,日,1,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-10-27,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-10-27,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chushi,中国四国安全衛生技術センター,中国・四国,令和８年度（R8.10～R9.3）,2026-10-29,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chubu,中部安全衛生技術センター,中部,令和８年度（R8.10～R9.3）,2026-10-29,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-hokkaido,北海道安全衛生技術センター,北海道,令和８年度（R8.10～R9.3）,2026-10-29,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-10-29,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kinki,近畿安全衛生技術センター,近畿,令和８年度（R8.10～R9.3）,2026-10-29,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-11-04,水,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-11-04,水,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-11-05,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-11-05,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kanto,関東安全衛生技術センター,関東,令和８年度（R8.10～R9.3）,2026-11-05,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-11-10,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-11-10,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chushi,中国四国安全衛生技術センター,中国・四国,令和８年度（R8.10～R9.3）,2026-11-12,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chubu,中部安全衛生技術センター,中部,令和８年度（R8.10～R9.3）,2026-11-12,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kyushu,九州安全衛生技術センター,九州,令和８年度（R8.10～R9.3）,2026-11-12,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-hokkaido,北海道安全衛生技術センター,北海道,令和８年度（R8.10～R9.3）,2026-11-12,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-11-12,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-11-12,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tohoku,東北安全衛生技術センター,東北,令和８年度（R8.10～R9.3）,2026-11-12,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kanto,関東安全衛生技術センター,関東,令和８年度（R8.10～R9.3）,2026-11-12,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-11-15,日,1,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-11-15,日,1,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-11-17,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-11-17,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kanto,関東安全衛生技術センター,関東,令和８年度（R8.10～R9.3）,2026-11-17,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chubu,中部安全衛生技術センター,中部,令和８年度（R8.10～R9.3）,2026-11-19,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-hokkaido,北海道安全衛生技術センター,北海道,令和８年度（R8.10～R9.3）,2026-11-19,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-11-19,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-11-19,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chubu,中部安全衛生技術センター,中部,令和８年度（R8.10～R9.3）,2026-11-24,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kyushu,九州安全衛生技術センター,九州,令和８年度（R8.10～R9.3）,2026-11-24,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-11-24,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-11-24,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tohoku,東北安全衛生技術センター,東北,令和８年度（R8.10～R9.3）,2026-11-24,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kanto,関東安全衛生技術センター,関東,令和８年度（R8.10～R9.3）,2026-11-24,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-11-26,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-11-26,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-11-30,月,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-11-30,月,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-12-02,水,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-12-03,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-hokkaido,北海道安全衛生技術センター,北海道,令和８年度（R8.10～R9.3）,2026-12-05,土,1,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-12-05,土,1,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-12-05,土,1,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chushi,中国四国安全衛生技術センター,中国・四国,令和８年度（R8.10～R9.3）,2026-12-08,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chubu,中部安全衛生技術センター,中部,令和８年度（R8.10～R9.3）,2026-12-08,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kyushu,九州安全衛生技術センター,九州,令和８年度（R8.10～R9.3）,2026-12-08,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-12-08,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-12-08,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tohoku,東北安全衛生技術センター,東北,令和８年度（R8.10～R9.3）,2026-12-08,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kanto,関東安全衛生技術センター,関東,令和８年度（R8.10～R9.3）,2026-12-08,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chubu,中部安全衛生技術センター,中部,令和８年度（R8.10～R9.3）,2026-12-10,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-12-10,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-12-10,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-kanto,関東安全衛生技術センター,関東,令和８年度（R8.10～R9.3）,2026-12-10,木,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-chubu,中部安全衛生技術センター,中部,令和８年度（R8.10～R9.3）,2026-12-15,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-12-15,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tokyo,東京試験場,関東,令和８年度（R8.10～R9.3）,2026-12-15,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-tohoku,東北安全衛生技術センター,東北,令和８年度（R8.10～R9.3）,2026-12-15,火,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
eisei-osaka,大阪試験場,近畿,令和８年度（R8.10～R9.3）,2026-12-16,水,0,https://www.exam.or.jp/schedule/h_nittei502/,2026-06-28
